test_id,tarea,model_id,timestamp_utc,latency_seconds,prompt_tokens,completion_tokens,total_tokens,success,api_success,json_valid,error_message
test_003,prompt_4_json_final,llama-3.1-8b-instant,2025-04-25T01:59:37.294809+00:00,2.323,,,,False,False,False,"API_Error: BadRequestError: Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n   ""articulo_metadata"": {\n      ""url"": ""https://elcolombiano.com/colombia/canciller-sarabia-felicitó-a-daniel-noboa-por-su-victoria-en-ecuador-2025-04-21"",\n      ""medio"": ""El Colombiano"",\n      ""pais_publicacion"": ""Colombia"",\n      ""tipo_medio"": ""diario"",\n      ""titular"": ""Canciller Sarabia felicitó a Daniel Noboa por su victoria en Ecuador, pero Petro sigue sin pronunciarse"",\n      ""fecha_publicacion"": ""2025-04-21"",\n      ""autor"": ""Nombre del autor"",\n      ""idioma"": ""es"",\n      ""seccion"": ""Política"",\n      ""etiquetas_fuente"": [""política"", ""elecciones"", ""ecuador""],\n      ""es_opinion"": false,\n      ""es_oficial"": false\n   },\n   ""hechos"": [\n      {\n         ""id"": 1,\n         ""contenido"": ""La canciller Laura Sarabia felicitó a Daniel Noboa por su victoria en Ecuador"",\n         ""fecha_ocurrencia"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""confiabilidad"": 4,\n         ""importancia"": 8,\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [\n            ""Colombia"",\n            ""Ecuador""\n         ],\n         ""region"": [],\n         ""ciudad"": [],\n         ""etiquetas"": [\n            ""política"",\n            ""elecciones"",\n            ""ecuador""\n         ],\n         ""es_evento_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 2,\n         ""contenido"": ""El presidente Gustavo Petro no se ha pronunciado sobre la victoria de Daniel Noboa en Ecuador"",\n         ""fecha_ocurrencia"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""confiabilidad"": 4,\n         ""importancia"": 8,\n         ""tipo_hecho"": ""SUCESO"",\n         ""pais"": [\n            ""Colombia""\n         ],\n         ""region"": [],\n         ""ciudad"": [],\n         ""etiquetas"": [\n            ""política"",\n            ""elecciones"",\n            ""ecuador""\n         ],\n         ""es_evento_futuro"": false,\n         ""estado_programacion"": null\n      }\n   ],\n   ""entidades"": [\n      {\n         ""id"": 1,\n         ""nombre"": ""Laura Sarabia"",\n         ""tipo"": ""PERSONA"",\n         ""descripcion"": ""Canciller de Colombia"",\n         ""alias"": [],\n         ""fecha_nacimiento"": null,\n         ""fecha_disolucion"": null,\n         ""relevancia"": 9,\n         ""metadata"": {}\n      },\n      {\n         ""id"": 2,\n         ""nombre"": ""Daniel Noboa"",\n         ""tipo"": ""PERSONA"",\n         ""descripcion"": ""Presidente electo de Ecuador"",\n         ""alias"": [],\n         ""fecha_nacimiento"": null,\n         ""fecha_disolucion"": null,\n         ""relevancia"": 9,\n         ""metadata"": {}\n      },\n      {\n         ""id"": 3,\n         ""nombre"": ""Gustavo Petro"",\n         ""tipo"": ""PERSONA"",\n         ""descripcion"": ""Presidente de Colombia"",\n         ""alias"": [],\n         ""fecha_nacimiento"": null,\n         ""fecha_disolucion"": null,\n         ""relevancia"": 9,\n         ""metadata"": {}\n      }\n   ],\n   ""citas_textuales"": [\n      {\n         ""id"": 1,\n         ""cita"": ""Felicitamos al nuevo presidente de la República del Ecuador, Daniel Noboa. El hermano pueblo de Ecuador puede siempre contar con Colombia para trabajar juntos por una América Latina libre, soberana y en paz"",\n         ""entidad_id"": 1,\n         ""hecho_id"": 1,\n         ""fecha"": ""2025-04-21"",\n         ""contexto"": ""Declaración de la canciller Laura Sarabia en la red social X"",\n         ""relevancia"": 5\n      }\n   ],\n   ""datos_cuantitativos"": [],\n   ""contradicciones"": [\n      {\n         ""hecho_principal_id"": 1,\n         ""hecho_contradictorio_id"": 2,\n         ""tipo_contradiccion"": ""contenido"",\n         ""grado"": 3,\n         ""descripcion"": ""La declaración de la canciller Laura Sarabia contradice la falta de declaración del presidente Gustavo Petro sobre la victoria de Daniel Noboa en Ecuador""\n      }\n   ],\n   ""relaciones"": {\n      ""hecho_entidad"": [\n         {\n            ""hecho_id"": 1,\n            ""entidad_id"": 1,\n            ""tipo_relacion"": ""declarante"",\n            ""relevancia"": 9\n         },\n         {\n            ""hecho_id"": 1,\n            ""entidad_id"": 2,\n            ""tipo_relacion"": ""protagonista"",\n            ""relevancia"": 9\n         },\n         {\n            ""hecho_id"": 2,\n            ""entidad_id"": 3,\n            ""tipo_relacion"": ""protagonista"",\n            ""relevancia"": 9\n         }\n      ],\n      ""hecho_relacionado"": [\n         {\n            ""hecho_origen_id"": 1,\n            ""hecho_destino_id"": 2,\n            ""tipo_relacion"": ""contexto_historico"",\n            ""fuerza"": 5,\n            ""descripcion"": ""La victoria de Daniel Noboa en Ecuador es un contexto histórico para la declaración de la canciller Laura Sarabia""\n         }\n      ],\n      ""entidad_relacion"": [\n         {\n            ""entidad_origen_id"": 1,\n            ""entidad_destino_id"": 2,\n            ""tipo_relacion"": ""aliado_con"",\n            ""descripcion"": ""Colombia y Ecuador tienen una relación de alianza"",\n            ""fecha_inicio"": null,\n            ""fecha_fin"": null,\n            ""fuerza"": 5\n         }\n      ]\n   ],\n   ""hilos_narrativos_sugeridos"": [\n      {\n         ""titulo"": ""La victoria de Daniel Noboa en Ecuador y su impacto en la política regional"",\n         ""descripcion"": ""La victoria de Daniel Noboa en Ecuador ha generado un impacto significativo en la política regional, con la canciller Laura Sarabia felicitando al nuevo presidente y el presidente Gustavo Petro sin pronunciarse."",\n         ""hechos_relacionados"": [\n            1,\n            2\n         ],\n         ""relevancia_editorial"": 5\n      }\n   ]\n}}'}}"
test_004,prompt_0_filtrado,llama-3.1-8b-instant,2025-04-25T01:59:38.734070+00:00,0.93,2580,460,3040,True,True,True,
test_004,prompt_1_elementos_basicos,llama-3.1-8b-instant,2025-04-25T01:59:40.870425+00:00,1.831,2048,1118,3166,True,True,True,
test_004,prompt_2_citas_datos,llama-3.1-8b-instant,2025-04-25T01:59:44.801607+00:00,3.628,3219,2532,5751,True,True,True,
test_004,prompt_3_relaciones,llama-3.1-8b-instant,2025-04-25T01:59:47.087754+00:00,1.984,5999,1095,7094,True,True,True,
test_004,prompt_4_json_final,llama-3.1-8b-instant,2025-04-25T01:59:50.028722+00:00,2.636,7258,1622,8880,True,True,True,
test_005,prompt_0_filtrado,llama-3.1-8b-instant,2025-04-25T01:59:51.762212+00:00,0.928,2507,405,2912,True,True,True,
test_005,prompt_1_elementos_basicos,llama-3.1-8b-instant,2025-04-25T01:59:53.363275+00:00,1.298,1975,798,2773,True,True,True,
test_005,prompt_2_citas_datos,llama-3.1-8b-instant,2025-04-25T01:59:55.046316+00:00,1.381,2822,829,3651,True,True,True,
test_005,prompt_3_relaciones,llama-3.1-8b-instant,2025-04-25T01:59:56.722664+00:00,1.374,3875,787,4662,True,True,True,
test_005,prompt_4_json_final,llama-3.1-8b-instant,2025-04-25T02:00:01.461718+00:00,4.437,4830,2952,7782,True,True,True,
test_006,prompt_0_filtrado,llama-3.1-8b-instant,2025-04-25T02:00:03.439165+00:00,1.169,2123,418,2541,True,True,True,
test_006,prompt_1_elementos_basicos,llama-3.1-8b-instant,2025-04-25T02:00:05.448933+00:00,1.707,1591,1021,2612,True,True,True,
test_006,prompt_2_citas_datos,llama-3.1-8b-instant,2025-04-25T02:00:07.146242+00:00,1.395,,,,False,False,False,"API_Error: BadRequestError: Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n   ""citas_textuales"": [\n      {\n         ""id"": 1,\n         ""cita"": """"Pretenden imponer por la fuerza una hegemonía política, como hicieron en Ecuador con un fraude inaudible para instalar un proyecto colonialista"""",\n         ""entidad_id"": 1,\n         ""hecho_id"": 1,\n         ""fecha"": """",\n         ""contexto"": ""Declarado en acto con candidatos oficialistas transmitido por Venezolana de Televisión (VTV)"",\n         ""relevancia"": 5\n      },\n      {\n         ""id"": 2,\n         ""cita"": """"Dictador"""",\n         ""entidad_id"": 2,\n         ""hecho_id"": 1,\n         ""fecha"": """",\n         ""contexto"": ""Se refirió a Daniel Noboa"",\n         ""relevancia"": 3\n      },\n      {\n         ""id"": 3,\n         ""cita"": """"El mundo enfrenta una gran amenaza geopolítica por la hegemonía absoluta de Estados Unidos"""",\n         ""entidad_id"": 1,\n         ""hecho_id"": 4,\n         ""fecha"": """",\n         ""contexto"": ""Declarado en acto con candidatos oficialistas transmitido por Venezolana de Televisión (VTV)"",\n         ""relevancia"": 4\n      },\n      {\n         ""id"": 4,\n         ""cita"": """"El mundo es otro y la causa de los pueblos del sur global triunfará"""",\n         ""entidad_id"": 1,\n         ""hecho_id"": 4,\n         ""fecha"": """",\n         ""contexto"": ""Declarado en acto con candidatos oficialistas transmitido por Venezolana de Televisión (VTV)"",\n         ""relevancia"": 5\n      },\n      {\n         ""id"": 5,\n         ""cita"": """"Ganó Ecuador, las Américas, la libertad y la democracia"""",\n         ""entidad_id"": 5,\n         ""hecho_id"": 5,\n         ""fecha"": """",\n         ""contexto"": ""Declarado por María Corina Machado"",\n         ""relevancia"": 5\n      }\n   ],\n   ""datos_cuantitativos"": [\n      {\n         ""id"": 1,\n         ""hecho_id"": 2,\n         ""indicador"": ""Porcentaje de votos obtenidos por Daniel Noboa"",\n         ""categoria"": ""electoral"",\n         ""valor"": 55.64,\n         ""unidad"": ""porcentaje"",\n         ""ambito_geografico"": [""Ecuador""],\n         ""periodo"": {\n            ""inicio"": ""2025-04-13"",\n            ""fin"": ""2025-04-13""\n         },\n         ""tipo_periodo"": ""puntual"",\n         ""valor_anterior"": null,\n         ""variacion_absoluta"": null,\n         ""variacion_porcentual"": null,\n         ""tendencia"": null\n      }\n   ]\n}'}}"
test_006,prompt_3_relaciones,llama-3.1-8b-instant,,,,,,False,False,False,Pipeline stopped in previous step
test_006,prompt_4_json_final,llama-3.1-8b-instant,,,,,,False,False,False,Pipeline stopped in previous step
test_007,prompt_0_filtrado,llama-3.1-8b-instant,2025-04-25T02:00:08.962776+00:00,1.313,2286,452,2738,True,True,True,
test_007,prompt_1_elementos_basicos,llama-3.1-8b-instant,2025-04-25T02:00:11.618396+00:00,2.354,1754,1215,2969,True,True,True,
test_007,prompt_2_citas_datos,llama-3.1-8b-instant,2025-04-25T02:00:13.063219+00:00,1.141,3022,636,3658,True,True,True,
test_007,prompt_3_relaciones,llama-3.1-8b-instant,2025-04-25T02:00:15.698504+00:00,2.333,3887,1370,5257,True,True,True,
test_007,prompt_4_json_final,llama-3.1-8b-instant,2025-04-25T02:00:18.862596+00:00,2.86,5424,1859,7283,True,True,True,
test_008,prompt_0_filtrado,llama-3.1-8b-instant,2025-04-25T02:00:20.423487+00:00,0.753,2494,372,2866,True,True,True,
test_008,prompt_1_elementos_basicos,llama-3.1-8b-instant,2025-04-25T02:00:22.636226+00:00,1.909,1962,1103,3065,True,True,True,
test_008,prompt_2_citas_datos,llama-3.1-8b-instant,2025-04-25T02:00:27.370385+00:00,4.409,3122,1477,4599,True,True,True,
test_008,prompt_3_relaciones,llama-3.1-8b-instant,2025-04-25T02:00:29.440689+00:00,1.574,4842,699,5541,True,True,True,
test_008,prompt_4_json_final,llama-3.1-8b-instant,2025-04-25T02:00:36.264848+00:00,6.517,5706,3927,9633,True,True,True,
test_009,prompt_0_filtrado,llama-3.1-8b-instant,2025-04-25T02:00:37.975301+00:00,0.868,2229,367,2596,True,True,True,
test_009,prompt_1_elementos_basicos,llama-3.1-8b-instant,2025-04-25T02:00:39.285711+00:00,1.005,1697,572,2269,True,True,True,
test_009,prompt_2_citas_datos,llama-3.1-8b-instant,2025-04-25T02:00:40.924647+00:00,1.335,2310,625,2935,True,True,True,
test_009,prompt_3_relaciones,llama-3.1-8b-instant,2025-04-25T02:00:42.142663+00:00,0.916,3165,498,3663,True,True,True,
test_009,prompt_4_json_final,llama-3.1-8b-instant,2025-04-25T02:00:45.626687+00:00,3.182,3829,2158,5987,True,True,True,
test_010,prompt_0_filtrado,llama-3.1-8b-instant,2025-04-25T02:00:47.309720+00:00,0.878,2426,445,2871,True,True,True,
test_010,prompt_1_elementos_basicos,llama-3.1-8b-instant,2025-04-25T02:00:49.778629+00:00,2.162,1894,1179,3073,True,True,True,
test_010,prompt_2_citas_datos,llama-3.1-8b-instant,2025-04-25T02:00:52.150830+00:00,2.07,3126,1108,4234,True,True,True,
test_010,prompt_3_relaciones,llama-3.1-8b-instant,2025-04-25T02:00:54.166393+00:00,1.713,4468,902,5370,True,True,True,
