test_id,tarea,model_id,timestamp_utc,latency_seconds,prompt_tokens,completion_tokens,total_tokens,success,api_success,json_valid,error_message
test_040,prompt_0_filtrado,gemma2-9b-it,2025-04-24T10:50:42.358805+00:00,1.83,4674,345,5019,True,True,True,
test_040,prompt_1_elementos_basicos,gemma2-9b-it,2025-04-24T10:50:50.477919+00:00,7.817,,,,False,False,False,"API_Error: BadRequestError: Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n  ""hechos"": [\n    {\n      ""id"": 1,\n      ""contenido"": ""Juan Pappier, subdirector de la División de las Américas de Human Rights Watch, critica la iniciativa de crear nuevos Guantánamos en la región, específicamente en El Salvador."",\n      ""fecha"": {\n        ""inicio"": ""2025-04-21"",\n        ""fin"": ""2025-04-21""\n      },\n      ""precision_temporal"": ""dia"",\n      ""tipo_hecho"": ""DECLARACION"",\n      ""pais"": [],\n      ""region"": [],\n      ""ciudad"": [],\n      ""es_futuro"": false,\n      ""estado_programacion"": null\n    },\n    {\n      ""id"": 2,\n      ""contenido"": ""Pappier advierte sobre la crisis constitucional en Estados Unidos por el incumplimiento del gobierno Trump a las sentencias de la Corte Suprema y los tribunales inferiores."",\n      ""fecha"": {\n        ""inicio"": ""2025-04-21"",\n        ""fin"": ""2025-04-21""\n      },\n      ""precision_temporal"": ""dia"",\n      ""tipo_hecho"": ""DECLARACION"",\n      ""pais"": [],\n      ""region"": [],\n      ""ciudad"": [],\n      ""es_futuro"": false,\n      ""estado_programacion"": null\n    },\n    {\n      ""id"": 3,\n      ""contenido"": ""Human Rights Watch califica como desapariciones forzadas las deportaciones de Estados Unidos hacia El Salvador."",\n      ""fecha"": {\n        ""inicio"": ""2025-04-21"",\n        ""fin"": ""2025-04-21""\n      },\n      ""precision_temporal"": ""dia"",\n      ""tipo_hecho"": ""ANUNCIO"",\n      ""pais"": [],\n      ""region"": [],\n      ""ciudad"": [],\n      ""es_futuro"": false,\n      ""estado_programacion"": null\n    },\n    {\n      ""id"": 4,\n      ""contenido"": ""El Salvador ha ratificado el Estatuto de Roma."",\n      ""fecha"": {\n        ""inicio"": null,\n        ""fin"": null\n      },\n      ""precision_temporal"": null,\n      ""tipo_hecho"": ""CONCEPTO"",\n      ""pais"": [""El Salvador""],\n      ""region"": [],\n      ""ciudad"": [],\n      ""es_futuro"": false,\n      ""estado_programacion"": null\n    },\n    {\n      ""id"": 5,\n      ""contenido"": ""El Salvador es signatario del Estatuto de Roma."",\n      ""fecha"": {\n        ""inicio"": null,\n      ""fin"": null\n      },\n      ""precision_temporal"": null,\n      ""tipo_hecho"": ""CONCEPTO"",\n      ""pais"": [""El Salvador""],\n      ""region"": [],\n      ""ciudad"": [],\n      ""es_futuro"": false,\n      ""estado_programacion"": null\n    },\n    {\n      ""id"": 6,\n      ""contenido"": ""Eric Prince propone a Estados Unidos convertir un área del CECOT en un mini-territorio estadounidense."",\n      ""fecha"": {\n        ""inicio"": null,\n      ""fin"": null\n      },\n      ""precision_temporal"": null,\n      ""tipo_hecho"": ""ANUNCIO"",\n      ""pais"": [""Estados Unidos"", ""El Salvador""],\n      ""region"": [],\n      ""ciudad"": [],\n      ""es_futuro"": false,\n      ""estado_programacion"": null\n    },\n    {\n      ""id"": 7,\n      ""contenido"": ""Trump ha dicho que millones de personas califican para ser deportadas."",\n      ""fecha"": {\n        ""inicio"": null,\n      ""fin"": null\n      },\n      ""precision_temporal"": null,\n      ""tipo_hecho"": ""ANUNCIO"",\n      ""pais"": [""Estados Unidos"", ""El Salvador""],\n      ""region"": [],\n      ""ciudad"": [],\n      ""es_futuro"": false,\n      ""estado_programacion"": null\n    }\n  ],\n  ""entidades"": [\n    {\n      ""id"": 1,\n      ""nombre"": ""Juan Pappier"",\n      ""tipo"": ""PERSONA"",\n      ""descripcion"": ""Subdirector de la División de las Américas de Human Rights Watch"",\n      ""alias"": [],\n      ""fecha_nacimiento"": null,\n      ""fecha_disolucion"": null\n    },\n    {\n      ""id"": 2,\n      ""nombre"": ""Human Rights Watch"",\n      ""tipo"": ""ORGANIZACION"",\n      ""descripcion"": ""Organización humanitaria"",\n      ""alias"": [],\n      ""fecha_nacimiento"": null,\n      ""fecha_disolucion"": null\n    },\n    {\n      ""id"": 3,\n      ""nombre"": ""Donald Trump"",\n      ""tipo"": ""PERSONA"",\n      ""descripcion"": ""Ex-presidente de Estados Unidos"",\n      ""alias"": [""Trump"",\n      ""fecha_nacimiento"": ""1946-06-06-06\\n    }\\n  ]\\n}'}}"
test_040,prompt_2_citas_datos,gemma2-9b-it,,,,,,False,False,False,Pipeline stopped in previous step
test_040,prompt_3_relaciones,gemma2-9b-it,,,,,,False,False,False,Pipeline stopped in previous step
test_040,prompt_4_json_final,gemma2-9b-it,,,,,,False,False,False,Pipeline stopped in previous step
test_047,prompt_0_filtrado,gemma2-9b-it,2025-04-24T10:50:51.839760+00:00,0.858,1578,310,1888,True,True,True,
test_047,prompt_1_elementos_basicos,gemma2-9b-it,2025-04-24T10:50:53.810005+00:00,1.665,1342,655,1997,True,True,True,
test_047,prompt_2_citas_datos,gemma2-9b-it,2025-04-24T10:50:55.375582+00:00,1.231,2008,451,2459,True,True,True,
test_047,prompt_3_relaciones,gemma2-9b-it,2025-04-24T10:50:56.791180+00:00,1.079,2734,408,3142,True,True,True,
test_047,prompt_4_json_final,gemma2-9b-it,2025-04-24T10:51:04.937515+00:00,7.824,3323,4096,7419,True,True,True,
test_004,prompt_0_filtrado,gemma2-9b-it,2025-04-24T10:51:06.783437+00:00,0.992,2150,361,2511,True,True,True,
test_004,prompt_1_elementos_basicos,gemma2-9b-it,2025-04-24T10:51:11.635500+00:00,4.543,1914,2322,4236,True,True,True,
test_004,prompt_2_citas_datos,gemma2-9b-it,2025-04-24T10:51:19.590448+00:00,7.653,4230,3963,8193,True,True,True,
test_004,prompt_3_relaciones,gemma2-9b-it,2025-04-24T10:51:27.085451+00:00,7.192,,,,False,False,False,"API_Error: BadRequestError: Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n  ""hecho_entidad"": [\n    {\n      ""hecho_id"": 1,\n      ""entidad_id"": 1,\n      ""tipo_relacion"": ""protagonista"",\n      ""relevancia"": 9\n    },\n    {\n      ""hecho_id"": 1,\n      ""entidad_id"": 2,\n      ""tipo_relacion"": ""declarante"",\n      ""relevancia"": 7\n    },\n    {\n      ""hecho_id"": 2,\n      ""entidad_id"": 2,\n      ""tipo_relacion"": ""organizador"",\n      ""relevancia"": 8\n  ],\n  ""hecho_relacionado"": [\n    {\n      ""hecho_origen_id"": 1,\n      ""hecho_destino_id"": 2,\n      ""tipo_relacion"": ""causa"",\n      ""fuerza"": 8,\n  ],\n  ""entidad_relacion"": [\n    {\n      ""entidad_contradicciones"": []\n  }'}}"
test_004,prompt_4_json_final,gemma2-9b-it,,,,,,False,False,False,Pipeline stopped in previous step
