test_id,tarea,model_id,timestamp_utc,latency_seconds,prompt_tokens,completion_tokens,total_tokens,success,api_success,json_valid,error_message
test_040,prompt_1_elementos_basicos,llama-3.1-8b-instant,2025-04-24T10:52:38.381082+00:00,6.242,,,,False,False,False,"API_Error: BadRequestError: Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n   ""hechos"": [\n      {\n         ""id"": 1,\n         ""contenido"": ""Human Rights Watch: Trump y Bukele quieren crear en El Salvador un Guantánamo centroamericano peor"",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""ANUNCIO"",\n         ""pais"": [""El Salvador""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 2,\n         ""contenido"": ""Juan Pappier, subdirector de la División de las Américas de la organización humanitaria Human Rights Watch, no duda en llamar a la comunidad centroamericana a rechazar la imposición de nuevos Guantánamos en la región, específicamente en El Salvador, que en convierten en \'hoyos negros\' para los derechos humanos."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 3,\n         ""contenido"": ""Human Rights Watch ha calificado como desapariciones forzosas las deportaciones de Estados Unidos hacia El Salvador"",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""ANUNCIO"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 4,\n         ""contenido"": ""El presidente Trump dijo esta mañana en la visita del presidente Bukele que son millones de personas las que calificarían para ser deportadas y que le ha pedido a El Salvador que reciba cuantas le sean posibles."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 5,\n         ""contenido"": ""El presidente Trump ha descrito a las personas enviadas a El Salvador como supuestos miembros del Tren de Aragua."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 6,\n         ""contenido"": ""El presidente Trump ha dicho que no va a enviar de regreso a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 7,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 8,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 9,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 10,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 11,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 12,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 13,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 14,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 15,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 16,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 17,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 18,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 19,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 20,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 21,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 22,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 23,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 24,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 25,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 26,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 27,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 28,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 29,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      },\n      {\n         ""id"": 30,\n         ""contenido"": ""El presidente Trump ha dicho que el presidente Bukele le ha dicho que no devolvería a Kilmar Ábrego."",\n         ""fecha"": {\n            ""inicio"": ""2025-04-21"",\n            ""fin"": ""2025-04-21""\n         },\n         ""precision_temporal"": ""dia"",\n         ""tipo_hecho"": ""DECLARACION"",\n         ""pais"": [""El Salvador"", ""Estados Unidos""],\n         ""region"": [],\n         ""ciudad"": [],\n         ""es_futuro"": false,\n         ""estado_programacion"": null\n      }}'}}"
test_040,prompt_2_citas_datos,llama-3.1-8b-instant,,,,,,False,False,False,Pipeline stopped in previous step
test_040,prompt_3_relaciones,llama-3.1-8b-instant,,,,,,False,False,False,Pipeline stopped in previous step
test_040,prompt_4_json_final,llama-3.1-8b-instant,,,,,,False,False,False,Pipeline stopped in previous step
test_047,prompt_0_filtrado,llama-3.1-8b-instant,2025-04-24T10:52:39.812218+00:00,0.925,1881,374,2255,True,True,True,
test_047,prompt_1_elementos_basicos,llama-3.1-8b-instant,2025-04-24T10:52:41.458270+00:00,1.343,1349,636,1985,True,True,True,
test_047,prompt_2_citas_datos,llama-3.1-8b-instant,2025-04-24T10:52:42.630654+00:00,0.871,2030,406,2436,True,True,True,
test_047,prompt_3_relaciones,llama-3.1-8b-instant,2025-04-24T10:52:44.294405+00:00,1.361,2661,588,3249,True,True,True,
test_047,prompt_4_json_final,llama-3.1-8b-instant,2025-04-24T10:52:47.843540+00:00,3.247,3416,2094,5510,True,True,True,
test_004,prompt_0_filtrado,llama-3.1-8b-instant,2025-04-24T10:52:49.465761+00:00,0.817,2580,361,2941,True,True,True,
test_004,prompt_1_elementos_basicos,llama-3.1-8b-instant,2025-04-24T10:52:52.055739+00:00,2.288,2048,1430,3478,True,True,True,
test_004,prompt_2_citas_datos,llama-3.1-8b-instant,2025-04-24T10:52:58.916279+00:00,6.525,3511,1808,5319,True,True,True,
test_004,prompt_3_relaciones,llama-3.1-8b-instant,2025-04-24T10:53:02.761417+00:00,3.344,5547,1863,7410,True,True,True,
test_004,prompt_4_json_final,llama-3.1-8b-instant,2025-04-24T10:53:06.813251+00:00,3.74,7574,2134,9708,True,True,True,
