test_id,tarea,model_id,timestamp_utc,latency_seconds,prompt_tokens,completion_tokens,total_tokens,success,api_success,json_valid,error_message
test_003,prompt_0_filtrado,llama-3.1-8b-instant,2025-04-25T02:07:52.221575+00:00,0.814,1785,338,2123,True,True,True,
test_003,prompt_1_elementos_basicos,llama-3.1-8b-instant,2025-04-25T02:07:53.499731+00:00,0.976,1253,455,1708,True,True,True,
test_003,prompt_2_citas_datos,llama-3.1-8b-instant,2025-04-25T02:07:54.859000+00:00,1.057,1751,145,1896,True,True,True,
test_003,prompt_3_relaciones,llama-3.1-8b-instant,2025-04-25T02:07:56.322044+00:00,1.16,2122,312,2434,True,True,True,
test_003,prompt_4_json_final,llama-3.1-8b-instant,2025-04-25T02:07:59.453948+00:00,2.829,2600,1343,3943,True,True,True,
test_004,prompt_0_filtrado,llama-3.1-8b-instant,2025-04-25T02:08:02.654020+00:00,2.392,2580,397,2977,True,True,True,
test_004,prompt_1_elementos_basicos,llama-3.1-8b-instant,2025-04-25T02:08:04.926541+00:00,1.97,2048,1198,3246,True,True,True,
test_004,prompt_2_citas_datos,llama-3.1-8b-instant,2025-04-25T02:08:08.107181+00:00,2.879,3299,1822,5121,True,True,True,
test_004,prompt_3_relaciones,llama-3.1-8b-instant,2025-04-25T02:08:12.567219+00:00,4.158,5349,2642,7991,True,True,True,
test_004,prompt_4_json_final,llama-3.1-8b-instant,2025-04-25T02:08:17.155769+00:00,4.285,8155,1838,9993,True,True,True,
test_005,prompt_0_filtrado,llama-3.1-8b-instant,2025-04-25T02:08:19.581720+00:00,1.62,2507,397,2904,True,True,True,
test_005,prompt_1_elementos_basicos,llama-3.1-8b-instant,2025-04-25T02:08:21.582129+00:00,1.698,1975,793,2768,True,True,True,
test_005,prompt_2_citas_datos,llama-3.1-8b-instant,2025-04-25T02:08:23.991329+00:00,2.093,2801,831,3632,True,True,True,
test_005,prompt_3_relaciones,llama-3.1-8b-instant,2025-04-25T02:08:26.420092+00:00,2.022,3856,909,4765,True,True,True,
test_005,prompt_4_json_final,llama-3.1-8b-instant,2025-04-25T02:08:33.493608+00:00,6.609,4933,3090,8023,True,True,True,
test_006,prompt_0_filtrado,llama-3.1-8b-instant,2025-04-25T02:08:36.260322+00:00,1.303,2123,369,2492,True,True,True,
test_006,prompt_1_elementos_basicos,llama-3.1-8b-instant,2025-04-25T02:08:38.196109+00:00,1.632,1591,968,2559,True,True,True,
test_006,prompt_2_citas_datos,llama-3.1-8b-instant,2025-04-25T02:08:40.662047+00:00,2.16,2608,737,3345,True,True,True,
test_006,prompt_3_relaciones,llama-3.1-8b-instant,2025-04-25T02:08:42.874601+00:00,1.902,3574,940,4514,True,True,True,
test_006,prompt_4_json_final,llama-3.1-8b-instant,2025-04-25T02:08:48.338059+00:00,5.153,4681,3018,7699,True,True,True,
test_007,prompt_0_filtrado,llama-3.1-8b-instant,2025-04-25T02:08:50.238991+00:00,1.081,2286,466,2752,True,True,True,
test_007,prompt_1_elementos_basicos,llama-3.1-8b-instant,2025-04-25T02:08:52.586370+00:00,2.045,1754,1198,2952,True,True,True,
test_007,prompt_2_citas_datos,llama-3.1-8b-instant,2025-04-25T02:08:54.043380+00:00,1.149,2997,522,3519,True,True,True,
test_007,prompt_3_relaciones,llama-3.1-8b-instant,2025-04-25T02:08:56.131825+00:00,1.782,3748,980,4728,True,True,True,
test_007,prompt_4_json_final,llama-3.1-8b-instant,2025-04-25T02:09:01.489329+00:00,5.05,4895,3291,8186,True,True,True,
test_008,prompt_0_filtrado,llama-3.1-8b-instant,2025-04-25T02:09:03.679845+00:00,1.372,2494,339,2833,True,True,True,
test_008,prompt_1_elementos_basicos,llama-3.1-8b-instant,2025-04-25T02:09:06.329432+00:00,2.348,1962,1103,3065,True,True,True,
test_008,prompt_2_citas_datos,llama-3.1-8b-instant,2025-04-25T02:09:09.353235+00:00,2.722,3122,1255,4377,True,True,True,
test_008,prompt_3_relaciones,llama-3.1-8b-instant,2025-04-25T02:09:12.486296+00:00,2.831,4616,847,5463,True,True,True,
test_008,prompt_4_json_final,llama-3.1-8b-instant,2025-04-25T02:09:15.958642+00:00,3.17,5628,1741,7369,True,True,True,
test_009,prompt_0_filtrado,llama-3.1-8b-instant,2025-04-25T02:09:17.704688+00:00,0.937,2229,334,2563,True,True,True,
test_009,prompt_1_elementos_basicos,llama-3.1-8b-instant,2025-04-25T02:09:19.524927+00:00,1.518,1697,856,2553,True,True,True,
test_009,prompt_2_citas_datos,llama-3.1-8b-instant,2025-04-25T02:09:21.860799+00:00,2.034,2626,557,3183,True,True,True,
test_009,prompt_3_relaciones,llama-3.1-8b-instant,2025-04-25T02:09:24.963285+00:00,2.801,3413,625,4038,True,True,True,
test_009,prompt_4_json_final,llama-3.1-8b-instant,2025-04-25T02:09:29.776785+00:00,4.511,4204,2598,6802,True,True,True,
test_010,prompt_0_filtrado,llama-3.1-8b-instant,2025-04-25T02:09:31.530132+00:00,0.948,2426,417,2843,True,True,True,
test_010,prompt_1_elementos_basicos,llama-3.1-8b-instant,2025-04-25T02:09:34.030159+00:00,2.197,1894,1315,3209,True,True,True,
test_010,prompt_2_citas_datos,llama-3.1-8b-instant,2025-04-25T02:09:35.822358+00:00,1.49,3270,777,4047,True,True,True,
test_010,prompt_3_relaciones,llama-3.1-8b-instant,2025-04-25T02:09:38.670211+00:00,2.545,4281,1146,5427,True,True,True,
test_010,prompt_4_json_final,llama-3.1-8b-instant,2025-04-25T02:09:44.680605+00:00,5.707,5593,3885,9478,True,True,True,
